Record ID,Record Type,Record Nature,Redirect,Name,Description,Classification System,Classification Code,Last Name,First Name,Name Suffix,Name Preferred,Attributes,Linked Data,Related Citations Count,Staff Notes,Record History,Created Date,Modified Date,Creator,Modifier
CBA000120605,Time Period,Active (RecordStatusExplanation ),,2nd century,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,12,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:50.394139+00:00,,  (IsisAdmin-SPW)
CBA983293213,Institution,Delete (RecordStatusExplanation Active by default.),,"39th annual meeting, ICOHTEC",,Weldon Classification System (2002-present),,,,,,,,0,,"Created from Zotero accession 1252, performed at 2018-07-23 01:49:14.219136+00:00 by bseely. Subsequently ingested by bseely.

This record was changed as part of bulk change #4120. ""CBA Status"" was changed from ""Active"" to ""Duplicate"" by StephenPWeldon on 12/31/20 06:09:19 PM UTC.",2018-07-23 02:00:14.475430+00:00,2023-12-28 02:16:16.599362+00:00,,Stephen Weldon (StephenPWeldon)
CBA000115585,Category Division,Active (RecordStatusExplanation ),,3-dimensional objects,Term used untill 1999,Whitrow Classification System (1913-1999),co,,,,,,,94,co,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:50.787215+00:00,,  (IsisAdmin-SPW)
CBA112602032,Concept,Active (RecordStatusExplanation ),,3-D modeling,,Weldon Classification System (2002-present),,,,,,,LinkedData_ID LED501211949 || Status Active || Type Wikipedia || URN https://en.wikipedia.org/wiki/3D_modeling || ResourceName Wikipedia || URL ,1,,"This record was changed as part of bulk change #8093. ""CBA ClassSystem"" was changed from ""Weldon Thesaurus Terms (2002-present)"" to ""SHOT Thesaurus Terms"" by IsisAdmin-SPW on 05/17/24 11:20:18 PM UTC.",2024-03-22 19:09:31.957295+00:00,2024-05-17 23:20:18.227761+00:00,Bruce Seely (bseely),  (IsisAdmin-SPW)
CBA505155927,Institution,Active (RecordStatusExplanation ),,"3 Fields Books, An Imprint of the University of Illinois Press",,Weldon Classification System (2002-present),,,,,,,LinkedData_ID LED179939130 || Status Active || Type URL || URN https://www.press.uillinois.edu/books/find_books.php?type=series&search=TFB&page=1 || ResourceName URL || URL ,1,,,2024-05-04 18:15:43.389650+00:00,2024-05-04 18:22:51.644265+00:00,Paul Vieth (paulkelleyvieth),Paul Vieth (paulkelleyvieth)
CBA000113714,Time Period,Active (RecordStatusExplanation ),,3rd century,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,13,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-26 16:26:48.912856+00:00,,  (IsisAdmin-SPW)
CBA000117091,Time Period,Active (RecordStatusExplanation ),,"3rd century, B.C.",Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,14,From:  time period,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:51.166539+00:00,,  (IsisAdmin-SPW)
CBA000121242,Serial Publication,Active (RecordStatusExplanation ),,4S Review: Society for Social Study of Science,,Proper name,,,,,,,,4,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""1895""}{Journal Abbreviation=""""}{Alternative Titles=""""}{IsisCB Rank=""8 older journals; Neu list""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:51.471963+00:00,,  (IsisAdmin-SPW)
CBA000121243,Serial Publication,Active (RecordStatusExplanation ),,4S. Society for Social Studies of Science,,Proper name,,,,,,,,14,"{Metadata}{Type=""Isis Bibliography Journal List""}{Journal ID=""1492""}{Journal Abbreviation=""""}{Alternative Titles=""""}{IsisCB Rank=""8 older journals; Neu list""}{Type of journal=""""}{Language=""""}{ISSN=""""}{URL=""""}{Pagination=""""}{Publisher=""""}{Date=2015.03.04}{User= ""Weldon""}{/Metadata}","Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:51.624463+00:00,,  (IsisAdmin-SPW)
CBA000120794,Time Period,Active (RecordStatusExplanation ),,4th century,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,16,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:52.110227+00:00,,  (IsisAdmin-SPW)
CBA000120531,Time Period,Active (RecordStatusExplanation ),,"4th century, B.C.",Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,5,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:52.273941+00:00,,  (IsisAdmin-SPW)
CBA652019934,Concept,Active (RecordStatusExplanation ),,4th industrial revolution,,Weldon Classification System (2002-present),,,,,,,LinkedData_ID LED376805748 || Status Active || Type VIAF || URN (http://id.loc.gov/authorities/subjects/sh2020008861) || ResourceName VIAF || URL ,4,,"This record was changed as part of bulk change #8093. ""CBA ClassSystem"" was changed from ""Weldon Classification System (2002-present)"" to ""SHOT Thesaurus Terms"" by IsisAdmin-SPW on 05/17/24 11:20:18 PM UTC.",2021-07-13 18:34:30.650919+00:00,2024-05-17 23:20:18.581447+00:00,Bruce Seely (bseely),  (IsisAdmin-SPW)
CBA900069529,Institution,Active (RecordStatusExplanation ),,4th Lake Publishing,,Weldon Classification System (2002-present),,,,,,,,1,,,2019-06-18 15:29:08.713570+00:00,2023-12-28 01:10:59.307216+00:00,Bruce Seely (bseely),Bruce Seely (bseely)
CBA000131462,Institution,Active (RecordStatusExplanation ),,5 Continents Editions,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:52.727490+00:00,,  (IsisAdmin-SPW)
CBA766313233,Concept,Active (RecordStatusExplanation ),,5G mobile communication,,Weldon Classification System (2002-present),,,,,,,LinkedData_ID LED807914925 || Status Active || Type URL || URN http://id.loc.gov/authorities/subjects/sh2019000281 || ResourceName LoC || URL ,1,,"This record was changed as part of bulk change #8093. ""CBA ClassSystem"" was changed from ""Weldon Classification System (2002-present)"" to ""SHOT Thesaurus Terms"" by IsisAdmin-SPW on 05/17/24 11:20:18 PM UTC.",2020-12-09 14:21:30.171798+00:00,2024-05-17 23:20:19.054720+00:00,Bruce Seely (bseely),  (IsisAdmin-SPW)
CBA000117943,Time Period,Active (RecordStatusExplanation ),,5th century,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,18,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:52.928277+00:00,,  (IsisAdmin-SPW)
CBA339770749,Time Period,Active (RecordStatusExplanation ),,"5th century, B.C.",,Weldon Classification System (2002-present),,,,,,,,1,,,2020-06-02 10:56:08.078223+00:00,2023-12-28 01:20:10.530834+00:00,Francesco Luzzini (fraluz77),Francesco Luzzini (fraluz77)
CBA000113715,Time Period,Active (RecordStatusExplanation ),,6th century,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,29,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:53.075918+00:00,,  (IsisAdmin-SPW)
CBA000120660,Time Period,Active (RecordStatusExplanation ),,"6th century, B.C.",Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,5,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:53.245809+00:00,,  (IsisAdmin-SPW)
CBA000113716,Time Period,Active (RecordStatusExplanation ),,7th century,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,24,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:53.522362+00:00,,  (IsisAdmin-SPW)
CBA000116820,Time Period,Active (RecordStatusExplanation ),,8th century,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,31,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-08-12 17:23:52.887466+00:00,,Bruce Seely (bseely)
CBA145734115,Person,Delete (RecordStatusExplanation Active by default.),,9781554075232,,Weldon Classification System (2002-present),,9781554075232,,,9781554075232,,,0,,"Created from Zotero accession 1361, performed at 2018-09-11 18:01:29.098423+00:00 by bseely. Subsequently ingested by bseely.",2018-09-11 18:28:38.323991+00:00,2023-12-28 00:35:22.253206+00:00,,  (DutchContributingEditor)
CBA000113717,Time Period,Active (RecordStatusExplanation ),,9th century,Term used during the period 2002-present,Weldon Thesaurus Terms (2002-present),,,,,,,,99,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:53.932679+00:00,,  (IsisAdmin-SPW)
CBA000131465,Institution,Active (RecordStatusExplanation ),,A.A.A.,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:54.090112+00:00,,  (IsisAdmin-SPW)
CBA000131480,Institution,Active (RecordStatusExplanation ),,"AAAS, Pacific Division",,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:54.374710+00:00,,  (IsisAdmin-SPW)
CBA000131481,Institution,Active (RecordStatusExplanation ),,AAAS Press,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:54.511449+00:00,,  (IsisAdmin-SPW)
CBA000131466,Institution,Active (RecordStatusExplanation ),,A.A. Balkema and Swets & Zeitlinger Publishers,,Proper name,,,,,,,,1,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:54.647399+00:00,,  (IsisAdmin-SPW)
CBA000131467,Institution,Active (RecordStatusExplanation ),,A. A. Balkema for the Univ. of Cape Town,,Proper name,,,,,,,,2,,"Record marked as Active by acr_cleaup.pl on June 27, 2016. Imported from Filemaker conversion table on May 27, 2016.  Created during the 2015 conversion conversion

This record was changed as part of bulk change #8388. ""CBA Dataset"" was changed from ""None"" to ""Isis Bibliography of the History of Science (Stephen P. Weldon, ed.)"" by IsisAdmin-SPW on 07/22/24 08:56:24 PM UTC.",,2024-07-22 20:59:54.791081+00:00,,  (IsisAdmin-SPW)
